x,t=9.00e+03s,t=2.16e+04s,t=8.28e+04s,t=1.09e+05s,t=1.72e+05s,t=2.44e+05s,t=3.60e+05s
2.388190954773869490e-06,1.999168006304990003e+19,1.078521168396495356e+21,1.113021114426318400e+23,2.611759979262498025e+23,1.528102053605154014e+25,3.572206533932249800e+25,3.271073725000982956e+25
2.363316582914572924e-06,7.950447837108489216e+18,5.624791575812974182e+20,7.451504733674231615e+22,1.859016193400217807e+23,2.006771954229034479e+25,4.037557447346288565e+25,3.697102009387300799e+25
2.413065326633165632e-06,4.708181646981866291e+19,1.967478009433216254e+21,1.592684897379877682e+23,3.499471932450031094e+23,1.095627647221679308e+25,3.145894138269521797e+25,2.880762159029914358e+25
2.388190954773869490e-06,2.035888521744107930e+19,1.088347121241637126e+21,1.117435325118364684e+23,2.620222800607029295e+23,1.527188766183685702e+25,3.572151406921506827e+25,3.271022741850590404e+25
2.437939698492462197e-06,1.022845847462174720e+20,3.391598880188251242e+21,2.173142300077331118e+23,4.450315178201241040e+23,7.365515273531273379e+24,2.758894126792236798e+25,2.526425961573318741e+25
2.413065326633165632e-06,4.781243842998099149e+19,1.982745604742645285e+21,1.598030547984293214e+23,3.508491675891298782e+23,1.093615943471433221e+25,3.145926102159330321e+25,2.880791006005602338e+25
2.462814070351758763e-06,2.062044832734268293e+20,5.545025608935350993e+21,2.826591401083854588e+23,5.370289986714707176e+23,4.749868704308493290e+24,2.410373364778428080e+25,2.207308175523599883e+25
2.437939698492462197e-06,1.036167715302354616e+20,3.413826707593621930e+21,2.179121571284793898e+23,4.458601783777874359e+23,7.344294476676444801e+24,2.758996707435981898e+25,2.526519549902141959e+25
2.487688442211055328e-06,3.879516613115699528e+20,8.628463881831450673e+21,3.504240997893799391e+23,6.156602293185835319e+23,3.096514676754927174e+24,2.098752523926425209e+25,1.921967350549141514e+25
2.462814070351758763e-06,2.084439905220048650e+20,5.575466666639762653e+21,2.832632650067726922e+23,5.376346807480483043e+23,4.741137615214145618e+24,2.410529496468932883e+25,2.207450871115257445e+25
2.512562814070351894e-06,6.848308607280022815e+20,1.282146752069448709e+22,4.142465131615341458e+23,6.726023766647403981e+23,2.147082733173271291e+24,1.821908217808775925e+25,1.668462801267492730e+25
2.487688442211055328e-06,3.914426766738754109e+20,8.667822170722899329e+21,3.509544677836303473e+23,6.159352059790622972e+23,3.098588916006281722e+24,2.098946003482507909e+25,1.922144307136807655e+25
2.537437185929648036e-06,1.140030323134638457e+21,1.824998466468508074e+22,4.675961402821530574e+23,7.037318659186049438e+23,1.612505805409684315e+24,1.577358131486190260e+25,1.444524298044540827e+25
2.512562814070351894e-06,6.899043821343451382e+20,1.286966333978070273e+22,4.146203307905603894e+23,6.725369514923074928e+23,2.151758535105031826e+24,1.822124666014922575e+25,1.668660842097204767e+25
2.562311557788944602e-06,1.798205499241965289e+21,2.495439707281582719e+22,5.053807841416893275e+23,7.096260427998472595e+23,1.296131280372349853e+24,1.362420417911935960e+25,1.247698186190559548e+25
2.537437185929648036e-06,1.146939095928036262e+21,1.830602262662007174e+22,4.677590911177940764e+23,7.034168112087981453e+23,1.616002334693249132e+24,1.577585502807171961e+25,1.444732383546682567e+25
2.587185929648241167e-06,2.699435086697928327e+21,3.286394625310140976e+22,5.251483072379486040e+23,6.943319956040277662e+23,1.090605590943021440e+24,1.174343583875545525e+25,1.075466466912848067e+25
2.562311557788944602e-06,1.807060902020286775e+21,2.501636476869586348e+22,5.053321492937431004e+23,7.091980445731793142e+23,1.298131485188569810e+24,1.362649149104961483e+25,1.247907550646024299e+25
2.612060301507537733e-06,3.872538480134265504e+21,4.178298009137357573e+22,5.273484169057062303e+23,6.634150965476327927e+23,9.424891712645333548e+23,1.010406800116420804e+25,9.253387762721304590e+24
2.587185929648241167e-06,2.710162549693460513e+21,3.292914233240192654e+22,5.249408992686507452e+23,6.939084630709486853e+23,1.091639338906904548e+24,1.174566487939847533e+25,1.075670521645688902e+25
2.636934673366834299e-06,5.329005563495417119e+21,5.139298734045677591e+22,5.146549150016403386e+23,6.223428919756696144e+23,8.259851248481440776e+23,8.679930112376855689e+24,7.949194364998216667e+24
2.612060301507537733e-06,3.884863457121995850e+21,4.184814956147372773e+22,5.270622017161416147e+23,6.630619372858144079e+23,9.430069070076308315e+23,1.010618804972401150e+25,9.255328704571903813e+24
2.661809045226130441e-06,7.058722729413705728e+21,6.127211950851696991e+22,4.908317493081430221e+23,5.756356708879677459e+23,7.286441807647990193e+23,7.446385657193847434e+24,6.819529872520013540e+24
2.636934673366834299e-06,5.342473783600312484e+21,5.145463321918340438e+22,5.143633912384776695e+23,6.220791265210404291e+23,8.262482450592659333e+23,8.681908235733218688e+24,7.951005493118137327e+24
2.686683417085427006e-06,9.028322901604401414e+21,7.093107337825078162e+22,4.597040463365109637e+23,5.266571371498289507e+23,6.443386937109920759e+23,6.380635968576366372e+24,5.843520729611924488e+24
2.661809045226130441e-06,7.072749751845126144e+21,6.132685927031814436e+22,4.905815372544399597e+23,5.754535169279810119e+23,7.287867683416247265e+23,7.448203179518585322e+24,6.821194044755546336e+24
2.711557788944723572e-06,1.118246663687314919e+22,7.986116951042715497e+22,4.245341745159298173e+23,4.777405639210765784e+23,5.699228277633779405e+23,5.461873298743140236e+24,5.002115120438047721e+24
2.686683417085427006e-06,9.042261798663118389e+21,7.097600730225814012e+22,4.595131210780698539e+23,5.265394344424863747e+23,6.444259637043538627e+23,6.382285143044193637e+24,5.845030820705632447e+24
2.736432160804020138e-06,1.344782569318882528e+22,8.758776059294912610e+22,3.878024612864969241e+23,4.304174750545022802e+23,5.036577303269509956e+23,4.671320979567329050e+24,4.278120144104208585e+24
2.711557788944723572e-06,1.119568032849070339e+22,7.989422020880449615e+22,4.244010699095751860e+23,4.776701232907144040e+23,5.699854774596385542e+23,5.463354384620939890e+24,5.003471343947051029e+24
2.761306532663316703e-06,1.573911218099893096e+22,9.372046882763732471e+22,3.512442210154295350e+23,3.856357645564410635e+23,4.444692540024497310e+23,3.992192942833437659e+24,3.656165047110739274e+24
2.736432160804020138e-06,1.345975178343237026e+22,8.760793134956798594e+22,3.877168561828503927e+23,4.303803314286214649e+23,5.037097022149718935e+23,4.672639807055250319e+24,4.279327821036167287e+24
2.786180904522613269e-06,1.796624382218982549e+22,9.799186944179688597e+22,3.159931539574490011e+23,3.439327752574897089e+23,3.915987149743921908e+23,3.409598869100991693e+24,3.122614588775027167e+24
2.761306532663316703e-06,1.574931178401381220e+22,9.372796414755521901e+22,3.511940672603056348e+23,3.856214950344048352e+23,4.445165176317417745e+23,3.993358969324423193e+24,3.657232824722089008e+24
2.811055276381909411e-06,2.004167193441148181e+22,1.002783808390401863e+23,2.827387569159791402e+23,3.055629325919226482e+23,3.444401018444530288e+23,2.910415515734982366e+24,2.665451375789721214e+24
2.786180904522613269e-06,1.797443025148243975e+22,9.798803684934856527e+22,3.159679751964894251e+23,3.439338681503722263e+23,3.916435373074237778e+23,3.410623685123546567e+24,3.123553071347825713e+24
2.835929648241205977e-06,2.188699602398379770e+22,1.006008697944657415e+23,2.518589756036508077e+23,2.705891776906627677e+23,3.024659275379679376e+23,2.483139725804121706e+24,2.274141375555681357e+24
2.811055276381909411e-06,2.004771906004453425e+22,1.002654714526911934e+23,2.827305196130872569e+23,3.055740476136400418e+23,3.444831058952053001e+23,2.911311737221181298e+24,2.666272109370612979e+24
2.860804020100502542e-06,2.343819827682324198e+22,9.910676175741923833e+22,2.235200360090748563e+23,2.389477794150296406e+23,2.651949783582861427e+23,2.117734392525008719e+24,1.939492944250732305e+24
2.835929648241205977e-06,2.189092895285548836e+22,1.005816644389877464e+23,2.518618824992904834e+23,2.706065414785622186e+23,3.025070728649802472e+23,2.483920203217463813e+24,2.274856123029850107e+24
2.885678391959799108e-06,2.464909809821114224e+22,9.603895805411261730e+22,1.977477073321581053e+23,2.104940773828534196e+23,2.321794633414748490e+23,1.805475256661285995e+24,1.653516592136910140e+24
2.860804020100502542e-06,2.344017066350015309e+22,9.908414751968777680e+22,2.235300214817739862e+23,2.389687403780030134e+23,2.652340161466521375e+23,2.118411670424269003e+24,1.940113189900919887e+24
2.910552763819095673e-06,2.549290116742186952e+22,9.169863567850284568e+22,1.744770061194895011e+23,1.850346407911090993e+23,2.030007321741474943e+23,1.538803774940552807e+24,1.409290289621802246e+24
2.885678391959799108e-06,2.464936102550167565e+22,9.601554920950153295e+22,1.977619568512988464e+23,2.105167876646738204e+23,2.322161360924226827e+23,1.806061224997745108e+24,1.654053221905919117e+24
2.935427135678391816e-06,2.596195954913415738e+22,8.640879259474423343e+22,1.535865477835602998e+23,1.623497350053424613e+23,1.772684023360925488e+23,1.311189308180984939e+24,1.200833294201302192e+24
2.910552763819095673e-06,2.549176841970593353e+22,9.167650990890207622e+22,1.744935855457176734e+23,1.850578298345417794e+23,2.030348506544927314e+23,1.539309462882623198e+24,1.409753401994431114e+24
2.960301507537688381e-06,2.606604244742744886e+22,8.048366715300433678e+22,1.349221837917582325e+23,1.422088524712970352e+23,1.546205108764436783e+23,1.117002421455537765e+24,1.022990143464018295e+24
2.935427135678391816e-06,2.595977348612382890e+22,8.638937129096814002e+22,1.536041387215022855e+23,1.623725474561125631e+23,1.772998652270959070e+23,1.311624780804720542e+24,1.201232105364688548e+24
2.985175879396984947e-06,2.582952801588188964e+22,7.420675273788525799e+22,1.183131823465540469e+23,1.243812706000241332e+23,1.347236607541989763e+23,9.514000545245053908e+23,8.713255113680872108e+23
2.960301507537688381e-06,2.606314376263079716e+22,8.046772674167593501e+22,1.349398993576697665e+23,1.422307313111493352e+23,1.546492993542398662e+23,1.117376748317183486e+24,1.023332958355165377e+24
3.010050251256281512e-06,2.528796486551051069e+22,6.781786468107894443e+22,1.035831997668612196e+23,1.086430435187816000e+23,1.172727831404856203e+23,8.102226118028180261e+23,7.420299750061205619e+23
2.985175879396984947e-06,2.582623158195586911e+22,7.419452708314630272e+22,1.183304391346903581e+23,1.244018723675829258e+23,1.347498236834719119e+23,9.517213265462112278e+23,8.716197390108803235e+23
3.034924623115578078e-06,2.448442767244187507e+22,6.150810436453995957e+22,9.055759492498434975e+22,9.478144245804632428e+22,1.019904390232666727e+23,6.899025562944491655e+23,6.318363128278182904e+23
3.010050251256281512e-06,2.528454276016692317e+22,6.780919107497714359e+22,1.035996281893348033e+23,1.086621765378022897e+23,1.172964202740074477e+23,8.104979889735210862e+23,7.422821721025170228e+23
3.059798994974874220e-06,2.346602169227195659e+22,5.542074696123520804e+22,7.906816863781629670e+22,8.259758027043965921e+22,8.862571237455382656e+22,5.873838060980686585e+23,5.379456931134375503e+23
3.034924623115578078e-06,2.448109946717370686e+22,6.150257306057264490e+22,9.057297581137415530e+22,9.479902172116037298e+22,1.020116854568155202e+23,6.901383334998949117e+23,6.320522439769809800e+23
3.084673366834170786e-06,2.228079598192653710e+22,4.965592892793500677e+22,6.895608977503632857e+22,7.190775488309918433e+22,7.695279191036474583e+22,5.000510743842679255e+23,4.579629667568374199e+23
3.059798994974874220e-06,2.346295127623319159e+22,5.541782864806122671e+22,7.908238802342558617e+22,8.261359447502634772e+22,8.864472546327104848e+22,5.875854881100503701e+23,5.381303994377050427e+23
3.109547738693467351e-06,2.097522359217819956e+22,4.427728735974550038e+22,6.007354922959997239e+22,6.254390112648474866e+22,6.676934396640647080e+22,4.256682253423059571e+23,3.898402155448584110e+23
3.084673366834170786e-06,2.227809365169451460e+22,4.965506903020523015e+22,6.896910646778495867e+22,7.192224238678982001e+22,7.696974087728743947e+22,5.002234538465388617e+23,4.581208372859509680e+23
3.134422110552763917e-06,1.959231387311112035e+22,3.931916819352055185e+22,5.228452871637942508e+22,5.435343442124966828e+22,5.789476774926970205e+22,3.623247104810257450e+23,3.318276995212553014e+23
3.109547738693467351e-06,2.097295188198238768e+22,4.427796673898212858e+22,6.008537147112788328e+22,6.255693247725428959e+22,6.678440200038567956e+22,4.258154596689187606e+23,3.899750576143913944e+23
3.159296482412060483e-06,1.817034691727103046e+22,3.479350248555477677e+22,4.546496223919850966e+22,4.719869217590505321e+22,5.016840729128680502e+22,3.083891805834125362e+23,2.824313752121954366e+23
3.134422110552763917e-06,1.959049559827093127e+22,3.932093579276494832e+22,5.229519738286395464e+22,5.436509974594876919e+22,5.790810622703233191e+22,3.624503950922102918e+23,3.319428058243845618e+23
3.184170854271356625e-06,1.674216723716847226e+22,3.069585536125134438e+22,3.950249001278918938e+22,4.095612167416338763e+22,4.344777706716068944e+22,2.624694232759052104e+23,2.403762064601141320e+23
3.159296482412060483e-06,1.816897409070865895e+22,3.479598756565323507e+22,4.547453878152809624e+22,4.720909216258601465e+22,5.018019172718312476e+22,3.084964169784932602e+23,2.825295861286016846e+23
3.209045226130653190e-06,1.533494279531754684e+22,2.701044771421193398e+22,3.429594833630857160e+22,3.551532118111765607e+22,3.760684267229591214e+22,2.233778438262269306e+23,2.045745515045797212e+23
3.184170854271356625e-06,1.674120981565965074e+22,3.069876664817164485e+22,3.951104784963444146e+22,4.096536121130399616e+22,4.345816442215388833e+22,2.625608811906231037e+23,2.404599669712377768e+23
3.233919597989949756e-06,1.397028327999458299e+22,2.371414069703105472e+22,2.975469807388132481e+22,3.077800999632934378e+22,3.253438498092133804e+22,1.901017800371003636e+23,1.740989769882296994e+23
3.209045226130653190e-06,1.533435654430158697e+22,2.701356530857593851e+22,3.430356677064774805e+22,3.552350495701457489e+22,3.761597970453611361e+22,2.234558172289568615e+23,2.046459624692853338e+23
3.258793969849246322e-06,1.266461339479792471e+22,2.077947890310840320e+22,2.579786464474827850e+22,2.665698034499341779e+22,2.813246585082901378e+22,1.617780160300863308e+23,1.481589172351398251e+23
3.233919597989949756e-06,1.397001635639937781e+22,2.371730486530521275e+22,2.976145805566148398e+22,3.078523953922348102e+22,3.254240737579647579e+22,1.901682370504676753e+23,1.741598408572928336e+23
3.283668341708542887e-06,1.142970801185059190e+22,1.817693501410525787e+22,2.235354070352541411e+22,2.307506721582480569e+22,2.431500546483054182e+22,1.376709311608887160e+23,1.260806625569782156e+23
3.258793969849246322e-06,1.266461150181715031e+22,2.078257833923302759e+22,2.580384588288575406e+22,2.666335211616729039e+22,2.813949792046890457e+22,1.618346430714728698e+23,1.482107784727532111e+23
3.308542713567839029e-06,1.027331200073946523e+22,1.587650860597937124e+22,1.935798682731645868e+22,1.996415997237808805e+22,2.100647543245482492e+22,1.171537873780542601e+23,1.072902217492256459e+23
3.283668341708542887e-06,1.142991816398919749e+22,1.817989600117586605e+22,2.235881976116418078e+22,2.308067146617032855e+22,2.432116025238318848e+22,1.377191717145200694e+23,1.261248431468016996e+23
3.333417085427135595e-06,9.199785031631447785e+21,1.384882131136395870e+22,1.675485395980673404e+22,1.726427063238116613e+22,1.814070744416383507e+22,9.969272000768888957e+22,9.129866040645807138e+22
3.308542713567839029e-06,1.027368505327276471e+22,1.587928572306364826e+22,1.936263592975436402e+22,1.996908014648857670e+22,2.101185509424885242e+22,1.171948758700618521e+23,1.073278522163811026e+23
3.358291457286432160e-06,8.210728364914559156e+21,1.206583074295280724e+22,1.449444296054908178e+22,1.492266727124890550e+22,1.565981423298725020e+22,8.483305278791401184e+22,7.768956781723178238e+22
3.333417085427135595e-06,9.200277186791941865e+21,1.385138985098331711e+22,1.675894031478583774e+22,1.726858315944007670e+22,1.814540381353483751e+22,9.972771127380929623e+22,9.133070680369222858e+22
3.383165829145728726e-06,7.305565235183568814e+21,1.050126324560414376e+22,1.253301054237676090e+22,1.289307642205440678e+22,1.351321756261742019e+22,7.218760794974306120e+22,6.610835095914761159e+22
3.358291457286432160e-06,8.211301882345365176e+21,1.206818074370595252e+22,1.449802844260938233e+22,1.492644162348028579e+22,1.566390949391259769e+22,8.486284761542796142e+22,7.771685511614841854e+22
3.408040201005025292e-06,6.482058313914345587e+21,9.130844325668600152e+21,1.083212654197030361e+22,1.113495513654209020e+22,1.165677668577894099e+22,6.142672645566489218e+22,5.625309469455607765e+22
3.383165829145728726e-06,7.306188561193921151e+21,1.050339492538363989e+22,1.253615163162647908e+22,1.289637535271272999e+22,1.351678498039423356e+22,7.221297515105317238e+22,6.613158326528986264e+22
3.432914572864321434e-06,5.736756811802201817e+21,7.932387173857833779e+21,9.358084407356206088e+21,9.612831181603973628e+21,1.005201000848963718e+22,5.226975252012245765e+22,4.786676299321506267e+22
3.408040201005025292e-06,6.482705815295249875e+21,9.132764666136943919e+21,1.083487443643614940e+22,1.113783503288558158e+22,1.165988135674232753e+22,6.144832189750336868e+22,5.627287267456111451e+22
3.457788944723617999e-06,5.065372295438107935e+21,6.885784549372562768e+21,8.081364666882040267e+21,8.295708403957893169e+21,8.665402402048832438e+21,4.447777068226722555e+22,4.073054727796988418e+22
3.432914572864321434e-06,5.737408264756807074e+21,7.934107416988086174e+21,9.360485249590306537e+21,9.615342485919781356e+21,1.005470960205743260e+22,5.228813549455250398e+22,4.788359886763849050e+22
3.482663316582914565e-06,4.463086641021519921e+21,5.972937303460355768e+21,6.976149717778827313e+21,7.156533400700062794e+21,7.467790606675563512e+21,3.784741344707474358e+22,3.465819522991238047e+22
3.457788944723617999e-06,5.066012244809531523e+21,6.887318397336501092e+21,8.083459841584595468e+21,8.297896068924055749e+21,8.667747876926767759e+21,4.449341796659017600e+22,4.074487769763437924e+22
3.507537688442211131e-06,3.924798177608809316e+21,5.177643586169829589e+21,6.019887352873445491e+21,6.171719133653109834e+21,6.433819377780500988e+21,3.220558332323013906e+22,2.949117702806128768e+22
3.482663316582914565e-06,4.463703713112069767e+21,5.974299649799867073e+21,6.977976189208104010e+21,7.158437355243971805e+21,7.469826889448849146e+21,3.786073136147193240e+22,3.467039231858474117e+22
3.532412060301507696e-06,3.445313413099544904e+21,4.485465812613930156e+21,5.192899892582196183e+21,5.320720907830116221e+21,5.541461369100062163e+21,2.740495541414608975e+22,2.509456644645965739e+22
3.507537688442211131e-06,3.925384403203192783e+21,5.178849641648358425e+21,6.021478019780380197e+21,6.173374742820481401e+21,6.435585996846404731e+21,3.221691805873296586e+22,2.950155784108566905e+22
3.557286432160803838e-06,3.019492162041169838e+21,3.883587292711793197e+21,4.478035502431073731e+21,4.585660114469389861e+21,4.771594174906255802e+21,2.332014598153817817e+22,2.135353187277504879e+22
3.532412060301507696e-06,3.445863596249550684e+21,4.486530520133382701e+21,5.194283945079405019e+21,5.322159415623738720e+21,5.542993040340934459e+21,2.741460187001308525e+22,2.510340106428803029e+22
3.582160804020100404e-06,2.642353710516839907e+21,3.360666639944074134e+21,3.860358176848180937e+21,3.950991254279015629e+21,4.107628428333557481e+21,1.984444898349635810e+22,1.817034749892586426e+22
3.557286432160803838e-06,3.020003314387145720e+21,3.884524951209233089e+21,4.479238770152703001e+21,4.586909062619926102e+21,4.772921337967663907e+21,2.332835532064584158e+22,2.136105032043284398e+22
3.607035175879396970e-06,2.309151095426952724e+21,2.906695332540362785e+21,3.326872900524334645e+21,3.403207960482143535e+21,3.535181347069621174e+21,1.688705683788613550e+22,1.546184798362072724e+22
3.582160804020100404e-06,2.642824559671508992e+21,3.361490677428502659e+21,3.861403461404652470e+21,3.952074872826764460e+21,4.108777734096428204e+21,1.985143508700596955e+22,1.817674565741129499e+22
3.631909547738693535e-06,2.015419816509844750e+21,2.512861838015242699e+21,2.866282616810774725e+21,2.930584000053965750e+21,3.041790611750229901e+21,1.437069388684098693e+22,1.315726108253277179e+22
3.607035175879396970e-06,2.309581668356904452e+21,2.907418184072412791e+21,3.327780287925959786e+21,3.404147528147292127e+21,3.536176098072276238e+21,1.689300181614975779e+22,1.546729263698463529e+22
3.656783919597990101e-06,1.757006460611818947e+21,2.171424323858889179e+21,2.468773807219762266e+21,2.522945520599306863e+21,2.616663942947252732e+21,1.222960151309833575e+22,1.119636233508004823e+22
3.631909547738693535e-06,2.015811094068750975e+21,2.513494896295851065e+21,2.867069767468140986e+21,2.931398173857654768e+21,3.042651158067855491e+21,1.437575278208083611e+22,1.316189422476216762e+22
3.681658291457286243e-06,1.530081879191508484e+21,1.875593008460773458e+21,2.125827694348429427e+21,2.171471112038243893e+21,2.250460200744183136e+21,1.040782282477446522e+22,9.527904107943824458e+21
3.656783919597990101e-06,1.757360096660480852e+21,2.171977938970650608e+21,2.469456222512141042e+21,2.523650635225734054e+21,2.617408036483818324e+21,1.223390631062118230e+22,1.120030484371725930e+22
3.706532663316582809e-06,1.331142771212791841e+21,1.619422541491854377e+21,1.830054306036166951e+21,1.868516554294556099e+21,1.935098261036165759e+21,8.857742492299161502e+21,8.108278317239061447e+21
3.681658291457286243e-06,1.530399976466694537e+21,1.876076519881597256e+21,2.126418959720887878e+21,2.172081450114525954e+21,2.251103311115937120e+21,1.041148587310740773e+22,9.531258876376861639e+21
3.731407035175879374e-06,1.157004811645273506e+21,1.397714356763833663e+21,1.575046869622315811e+21,1.607461416075934040e+21,1.663590321829128176e+21,7.538843872732562588e+21,6.900378151325305668e+21
3.706532663316582809e-06,1.331427705801495544e+21,1.619844330336811483e+21,1.830566311249907024e+21,1.869044589202726715e+21,1.935653856293454873e+21,8.860859418420691599e+21,8.111132924583091372e+21
3.756281407035175940e-06,1.004789842651095106e+21,1.205928650590474207e+21,1.355254233670697615e+21,1.382574950042440565e+21,1.429896659687728742e+21,6.416651151245789102e+21,5.872629239932415640e+21
3.731407035175879374e-06,1.157259098221996016e+21,1.398081909745081123e+21,1.575490007217850024e+21,1.607918029164748734e+21,1.664070117218872459e+21,7.541496066265048941e+21,6.902807137543846363e+21
3.781155778894472505e-06,8.719091120585361326e+20,1.040105459422238605e+21,1.165869234991159837e+21,1.188898992760696340e+21,1.228799191109154898e+21,5.461829004324614701e+21,4.998165088185696125e+21
3.756281407035175940e-06,1.005016033286397362e+21,1.206248629756203631e+21,1.355637576972607947e+21,1.382969624229124243e+21,1.430310837540965581e+21,6.418907880857140199e+21,5.874696044122234421e+21
3.806030150753769071e-06,7.560440975981745275e+20,8.967942090294750085e+20,1.002731137682411094e+21,1.022145821958119096e+21,1.055791496862276911e+21,4.649416362474562126e+21,4.254125324518227444e+21
3.781155778894472505e-06,8.721097222278850806e+20,1.040383773597025698e+21,1.166200697130634838e+21,1.189239984541533995e+21,1.229156594771872711e+21,5.463749220441170903e+21,4.999923699573786149e+21
3.830904522613065637e-06,6.551260878589014835e+20,7.729910599428833280e+20,8.622404661405218243e+20,8.786091479577287721e+20,9.069832406912377815e+20,3.958174323576652956e+21,3.621058492501975368e+21
3.806030150753769071e-06,7.562215538928281190e+20,8.970360842196649247e+20,1.003017613174011593e+21,1.022440313810539381e+21,1.056099801392946348e+21,4.651050232545040925e+21,4.255621688518787465e+21
3.855778894472361779e-06,5.673153926804897137e+20,6.660833630711650714e+20,7.412847344536552735e+20,7.550866208044067062e+20,7.790171590599379517e+20,3.370031228917309243e+21,3.082413828312333287e+21
3.830904522613065637e-06,6.552826927522206188e+20,7.732011069327081472e+20,8.624879565493580595e+20,8.788633830376977203e+20,9.072491028401938760e+20,3.959564539382927983e+21,3.622331708004969742e+21
3.880653266331658768e-06,4.909808170328472945e+20,5.738005531054006600e+20,6.371737400008234762e+20,6.488124200350570250e+20,6.689970178252691210e+20,2.869610437191163970e+21,2.624108776455434404e+21
3.855778894472361779e-06,5.674533024898703688e+20,6.662656411197063823e+20,7.414984596462573978e+20,7.553060217358256701e+20,7.792463488327280230e+20,3.371214119644548825e+21,3.083497167078779519e+21
3.905527638190954910e-06,4.246798440042011689e+20,4.941708367162089144e+20,5.475832395727528919e+20,5.573986611999462523e+20,5.744251269733045371e+20,2.443828481614891450e+21,2.234160965296352395e+21
3.880653266331658768e-06,4.911020299193451807e+20,5.739586291382020997e+20,6.373582364032583598e+20,6.490016934655367578e+20,6.691945337228984320e+20,2.870616917022145511e+21,2.625030550963311084e+21
3.930402010050251899e-06,3.671398257745976361e+20,4.254830714337922253e+20,4.705059624641228308e+20,4.787845032269719798e+20,4.931481779315138232e+20,2.081553126581100610e+21,1.902375041096783495e+21
3.905527638190954910e-06,4.247861954605200179e+20,4.943078397421174129e+20,5.477424467721940500e+20,5.575618896668036956e+20,5.745952968002882765e+20,2.444684856379128152e+21,2.234945267503183692e+21
3.955276381909548041e-06,3.172403688089995182e+20,3.662532751059073761e+20,4.042090375034340639e+20,4.111919747728509501e+20,4.233103215249551524e+20,1.773312399958464004e+21,1.620076187686725485e+21
3.930402010050251899e-06,3.672329895696302080e+20,4.256017421488820716e+20,4.706432993938946785e+20,4.789252257456065085e+20,4.932947468721352868e+20,2.082281780372915094e+21,1.903042371272901132e+21
3.980150753768845030e-06,2.739970144177695293e+20,3.151952519240851128e+20,3.471970207773525934e+20,3.530876571096458199e+20,3.633125403220591903e+20,1.511047005293048234e+21,1.379883375268316316e+21
3.955276381909548041e-06,3.173218617893085512e+20,3.663560108007285719e+20,4.043274693512721203e+20,4.113132574301183017e+20,4.234365290099488850e+20,1.773932379548397601e+21,1.620643989643472142e+21
4.005025125628141172e-06,2.365462527549418045e+20,2.711948671305362637e+20,2.981798088282092339e+20,3.031494671363067740e+20,3.117774887467852759e+20,1.287899649017160925e+21,1.175516417530466664e+21
3.980150753768845030e-06,2.740682039224598856e+20,3.152841469099258675e+20,3.472991176565563064e+20,3.531921548206201242e+20,3.634211870435350938e+20,1.511574517520131686e+21,1.380366491890530386e+21
4.029899497487437315e-06,2.041318626307857121e+20,2.332875472977560535e+20,2.560448093347316367e+20,2.602378780309177303e+20,2.675190796176162161e+20,1.098035780529955930e+21,1.001631797986851553e+21
4.005025125628141172e-06,2.366083656900970742e+20,2.712717489605094605e+20,2.982677971541278065e+20,3.032394776056151409e+20,3.118709950287201567e+20,1.288348484100222353e+21,1.175927478462555226e+21
4.054773869346734304e-06,1.760925373991876690e+20,2.006386256392696955e+20,2.198328186946960753e+20,2.233709980606396170e+20,2.295161882737339597e+20,9.364910625923001221e+20,8.536829770540219105e+20
4.029899497487437315e-06,2.041859954826802627e+20,2.333540090907187610e+20,2.561206167562686628e+20,2.603153888505563382e+20,2.675995362123512218e+20,1.098417672317729243e+21,1.001981549564800401e+21
4.079648241206030446e-06,1.518507355462837862e+20,1.725261916465158881e+20,1.887171244469389230e+20,1.917030012602959790e+20,1.968899265914681754e+20,7.990415871147292754e+20,7.278015303109707039e+20
4.054773869346734304e-06,1.761396666509844808e+20,2.006960548272596255e+20,2.198981133434131579e+20,2.234377277753535365e+20,2.295854005311691162e+20,9.368159951365257298e+20,8.539805630777672335e+20
4.104522613065327435e-06,1.309026809630280745e+20,1.483261411878908723e+20,1.619854109844879770e+20,1.645054681154816246e+20,1.688840102747050476e+20,6.820934452179161580e+20,6.206960122091862753e+20
4.079648241206030446e-06,1.518917281091725885e+20,1.725757954657396326e+20,1.887733491855389491e+20,1.917604351394418852e+20,1.969494528364221891e+20,7.993180555569250959e+20,7.280547309753286001e+20
4.129396984924623577e-06,1.128094302439321272e+20,1.274991569593884836e+20,1.390241003479628186e+20,1.411512509963569070e+20,1.448478049890248131e+20,5.825887658357726904e+20,5.295659023603127419e+20
4.104522613065327435e-06,1.309383043467579392e+20,1.483689692236269814e+20,1.620338132620843418e+20,1.645548892864666993e+20,1.689351951282214011e+20,6.823286777928391066e+20,6.209114474238239048e+20
4.154271356783919719e-06,9.718892114769497293e+19,1.095793798692188652e+20,1.193048068149507850e+20,1.211005287554207089e+20,1.242216912498767954e+20,4.979257672549233459e+20,4.520283854539636736e+20
4.129396984924623577e-06,1.128403622796922388e+20,1.275361210397958963e+20,1.390657582017162445e+20,1.411937675190566748e+20,1.448918082805054669e+20,5.827889127830840934e+20,5.297492047628771000e+20
4.179145728643216708e-06,8.370891635457831731e+19,9.416455967735357440e+19,1.023726252197390582e+20,1.038887584171713987e+20,1.065244354084565156e+20,4.258907320360551711e+20,3.860560511038693048e+20
